,Date,Text,Hashtags
872,2022-05-21 08:19:43+00:00,"$AAVE Massive Descending Channel Formation..!!

Seems like Bottomed out &amp; Ready to FLY 🚀🚀

#Crypto #AAVE #AAVEUSDT https://t.co/xguraFkko9","['Crypto', 'AAVE', 'AAVEUSDT']"
873,2022-05-21 07:58:24+00:00,"🔥 New Algo detection: AAVE/USDT 🔥

🕛 05-21-2022 07:58:24
🚀 $AAVE
📈 Current Price: 92.728 $USDT
⏩ Exchange: #Kucoin

No Investment Advice.
Follow us on Twitter.
#Crypto #Algo #AAVE","['Kucoin', 'Crypto', 'Algo', 'AAVE']"
874,2022-05-21 07:30:00+00:00,"⬇️ Top losers of the last hour (Out of Top 100) 📉

🔴 #XDC $0.0433 📉 -1.66072233% 
🔴 #KSM $74.5937 📉 -0.70966255% 
🔴 #ATOM $11.0682 📉 -0.50166622% 
🔴 #KAVA $2.5412 📉 -0.42124894% 
🔴 #AAVE $91.1208 📉 -0.2963018%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['XDC', 'KSM', 'ATOM', 'KAVA', 'AAVE', 'crypto']"
875,2022-05-21 07:01:36+00:00,"Cyprus Drafts Crypto Rules, May Introduce Them Before EU Regulations – Regulation Bitcoin News #CryptoCurrencies via https://t.co/Z2oWmUlmQh
https://t.co/Jd8Twf3Vpm
 #BSCTopICO #cryptonews #AAVE #cosmos","['CryptoCurrencies', 'BSCTopICO', 'cryptonews', 'AAVE', 'cosmos']"
876,2022-05-21 06:47:23+00:00,"This is amazing! What do you think? $AAVE.X MACD Histogram turned positive on May 20, 2022. #aave https://t.co/9dKOt94TcS https://t.co/KMqox9o3WU",['aave']
877,2022-05-21 06:11:59+00:00,"📊 Governance Coins Market Cap Dominance (USD)

$UNI $MKR $CAKE $AAVE $XEC $AMP $SNX $CRV $COMP $OTHERS 

➡️ Follow @CoinPatrolCom 💙

#MarketCap #Dominance
#Governance #GovernanceCoins #Uniswap #Maker #PancakeSwap #Aave #eCash #Amp #SynthetixNetworkToken #CurveDAOToken #Compound https://t.co/pUUikCjJKE","['MarketCap', 'Dominance', 'Governance', 'GovernanceCoins', 'Uniswap', 'Maker', 'PancakeSwap', 'Aave', 'eCash', 'Amp', 'SynthetixNetworkToken', 'CurveDAOToken', 'Compound']"
878,2022-05-21 06:11:47+00:00,"📊 Top Governance Coins by Total Value Locked (USD)

$MKR $CRV $AAVE $UNI $COMP $CAKE $SUSHI $BAL $YFI $ALPACA $SNX $AMP 

➡️ Follow @CoinPatrolCom 💙

#TVL #Governance #GovernanceCoins #Maker @curvefinance #Aave #Uniswap @compoundfinance #PancakeSwap @sushiswap @BalancerLabs https://t.co/Q4hha07DB7","['TVL', 'Governance', 'GovernanceCoins', 'Maker', 'Aave', 'Uniswap', 'PancakeSwap']"
879,2022-05-21 06:08:19+00:00,"📊 Top Gainers of the Day
 Category: Governance Coins

$ANT $CRV $CHESS $AAVE $AGLD $UMA 

➡️ Follow @CoinPatrolCom 💙

#TopGainers @AragonProject @curvefinance @tranchess #Aave @lootproject @UMAprotocol https://t.co/uPR2Ba6MxE","['TopGainers', 'Aave']"
880,2022-05-21 06:08:03+00:00,"The market may be down, but our fixed deposit APY is not! 📈

Here are the steps to start earning passive income in stablecoins today.

See lending promo: https://t.co/3cJhupjFm6

#DeFi #Polygon #Aave https://t.co/cinpGGVPdH","['DeFi', 'Polygon', 'Aave']"
881,2022-05-21 05:51:22+00:00,"#Aaveusdt

In Weekly Time Frame #AAVE Moving In Descending Channel...!!!

Incase Of Breakout Expecting New Highs In Coming Weeks...!!!

Looks Good For Midterm...!!!

#Crypto #Aave #aaveusd #cryptocurrency https://t.co/Qgn0vSMLYx","['Aaveusdt', 'AAVE', 'Crypto', 'Aave', 'aaveusd', 'cryptocurrency']"
882,2022-05-21 04:30:13+00:00,"Do 'u' Kwon...errr... know?

#LayerFour's tweet #demonstrates how you can #design a sustainable fixed rate protocol. For eg, $SNX Yield tokens on Ethereum are currently yielding a 527% Est. ROI based on the current vAPY of #AAVE. 

Flex your YT positions below.","['LayerFour', 'demonstrates', 'design', 'AAVE']"
883,2022-05-21 04:21:03+00:00,"CHOOSE YOUR TEAM 👕📈
Welcome to the league #AAVE 👻
Only 24 AAVE NFT/player.

#NFTcommunity #crypto #NFT #NFTGame #Football #SolanaNFT #Metaverse #DAO #AstonVilla #PremierLeague https://t.co/xSdUZ0Py3p","['AAVE', 'NFTcommunity', 'crypto', 'NFT', 'NFTGame', 'Football', 'SolanaNFT', 'Metaverse', 'DAO', 'AstonVilla', 'PremierLeague']"
884,2022-05-21 04:13:29+00:00,"📊 Top Gainers of the Day
 Category: DeFi Coins

$STPT $NEST $CHESS $CRV $TRU $BEL $BOO $HARD $AAVE $C98 

➡️ Follow @CoinPatrolCom 💙

#TopGainers @STP_Networks @nest_protocol @tranchess @curvefinance @TrustToken @BellaProtocol @spookyswap @hard_protocol #Aave @coin98_wallet https://t.co/C0qmNAP8Jy","['TopGainers', 'Aave']"
885,2022-05-21 04:00:16+00:00,"👏🥳 Congratulations! The target has been reached for the #AAVE/USDT!
 ( +4.28% )
Join our telegram channel to get other crypto #pump signals 👉 ThePumpDetector","['AAVE', 'pump']"
886,2022-05-21 03:59:29+00:00,"$AAVE
✅  Increased 3.53% in 8.2 hour(s)
💵 Price - 92.20000000 USDT
⏱️ [21 May] - 03:59:29 UTC
#AAVE #AAVEUSDT #CryptoBOT","['AAVE', 'AAVEUSDT', 'CryptoBOT']"
887,2022-05-21 03:49:32+00:00,"🚓 #KNC and 14 Others,  🟢 11 🔴 4

🇰🇷 17.39억원
🇺🇸 $1,488,798
🇯🇵 ¥163,527,113
🇪🇺 €1,260,087
🇨🇳 9,611,271元

🎉Upflow volume Now, Upbit(Korea)
#KNC #PLA #THETA #EOS #CHZ #FLOW #ADA #AAVE #SOL #GRS #STX https://t.co/Bqeb3XnHek","['KNC', 'KNC', 'PLA', 'THETA', 'EOS', 'CHZ', 'FLOW', 'ADA', 'AAVE', 'SOL', 'GRS', 'STX']"
888,2022-05-21 03:47:47+00:00,"🚄 #KNC and 14 Others,  🟢 12 🔴 3

🇰🇷 31.38억원
🇺🇸 $2,685,655
🇯🇵 ¥294,988,007
🇪🇺 €2,273,082
🇨🇳 17,337,857元

🎉Upflow volume Now, Upbit(Korea)
#KNC #PLA #GMT #THETA #FLOW #SOL #AAVE #T #MATIC #TT #SXP #RFR https://t.co/ja3fYm20lY","['KNC', 'KNC', 'PLA', 'GMT', 'THETA', 'FLOW', 'SOL', 'AAVE', 'T', 'MATIC', 'TT', 'SXP', 'RFR']"
889,2022-05-21 03:32:33+00:00,"Aave V3 #TVL Overview

@AaveAave is a leading #multichain #lending and liquidity protocol. This infographic includes only #Aave V3 #onchain data, not including other Aave products.

#lend #web3 #defi #crosschain #harmony #avalanche #fantom #polygon #optimism #arbitrum https://t.co/LZP4XDd8u2","['TVL', 'multichain', 'lending', 'Aave', 'onchain', 'lend', 'web3', 'defi', 'crosschain', 'harmony', 'avalanche', 'fantom', 'polygon', 'optimism', 'arbitrum']"
890,2022-05-21 02:01:01+00:00,"First #bleacherreport doesn’t understand the assignment then #papermagazine can’t use a verb in a sentence. 

As much as they like to argue that #AAVE is not a real language it is. AAVE just like every other language has its own nuances that are linked directly to its culture https://t.co/wFkRR0Jbly","['bleacherreport', 'papermagazine', 'AAVE']"
891,2022-05-21 01:50:34+00:00,"#CryptoSKEW

Is #BeefyFinance worth looking into?

This multichain yield optimizer has some interesting ways to filter what you might be looking for.

Choose the chain and then filter.

#BNBChain  or #AAVE chain&gt; Stablecoins &gt; Single assets

Also, look at the TVL for liquidity. https://t.co/1piuShjOO5","['CryptoSKEW', 'BeefyFinance', 'BNBChain', 'AAVE']"
892,2022-05-21 00:00:02+00:00,"Operated By #Aave, Lens Protocol Finally Goes Live On Polygon #Blockchain

For more information:https://t.co/lZNgcfhlHr https://t.co/tYGCHNAQ0c","['Aave', 'Blockchain']"
893,2022-05-20 23:40:05+00:00,"#AAVE AAVE/USDT 
Entry Range: $87 - 95 
Price Target 1: $115 
Price Target 2: $145 
Price Target 3: $171 
Stop Loss: $64
 #AAVEUSDT https://t.co/uTyfML1N65","['AAVE', 'AAVEUSDT']"
894,2022-05-20 21:45:24+00:00,"🚀🚀🚀🚀 Crypto pump detector: #AAVE/USDT is READY for rise NOW! (#Binance)
What is your $AAVE/USDT target?

Join our telegram channel to get other #pump alerts and cryptocurrency #signals instantly tg:ThePumpDetector https://t.co/LI99NwxsQ4","['AAVE', 'Binance', 'pump', 'signals']"
895,2022-05-20 19:56:58+00:00,"🔥 New Algo detection: AAVE/USDT 🔥

🕛 05-20-2022 19:56:57
🚀 $AAVE
📈 Current Price: 89.927 $USDT
⏩ Exchange: #Kucoin

No Investment Advice.
Follow us on Twitter.
#Crypto #Algo #AAVE","['Kucoin', 'Crypto', 'Algo', 'AAVE']"
896,2022-05-20 19:49:28+00:00,"$AAVE
✅  Increased 3.59% in 3.3 hour(s)
💵 Price - 89.10000000 USDT
⏱️ [20 May] - 19:49:28 UTC
#AAVE #AAVEUSDT #CryptoBOT","['AAVE', 'AAVEUSDT', 'CryptoBOT']"
897,2022-05-20 18:52:04+00:00,This Week In DeFi – May 20 https://t.co/NncMCNXy5u #DeFi #Newsletter #Aave,"['DeFi', 'Newsletter', 'Aave']"
898,2022-05-20 18:45:16+00:00,"🚓 #KNC and 13 Others,  🟢 12 🔴 2

🇰🇷 16.88억원
🇺🇸 $1,445,212
🇯🇵 ¥158,739,715
🇪🇺 €1,223,197
🇨🇳 9,329,893元

🎉Upflow volume Now, Upbit(Korea)
#KNC #ZRX #KAVA #NEAR #STORJ #AAVE #ZIL #BORA #EOS #MFT #VET #AERGO https://t.co/UCZuV80JID","['KNC', 'KNC', 'ZRX', 'KAVA', 'NEAR', 'STORJ', 'AAVE', 'ZIL', 'BORA', 'EOS', 'MFT', 'VET', 'AERGO']"
899,2022-05-20 18:30:05+00:00,"🔝 Top gainers of the last hour (Out of Top 100) 📈

🥇 #UST $0.0648 📈 4.1440328% 
🥈 #KDA $2.5154 📈 2.08246719% 
🥉 #FTM $0.3320 📈 1.74130158% 
4️⃣  #AAVE $86.4989 📈 1.69880969% 
5️⃣  #LRC $0.4712 📈 1.25888292%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['UST', 'KDA', 'FTM', 'AAVE', 'LRC', 'crypto']"
900,2022-05-20 18:30:03+00:00,"Cryptolume Momentum Scanner Results

#WANETH ↑10.60% in price &amp; ↑87.27% in volume the last 24hrs
#R_USDT ↑7.18% in price &amp; ↑4.46% in volume the last 15mins
#AAVE ↑1.71% in price &amp; ↑1.06% in volume the last 15mins

Visit https://t.co/PCYdykQHoa for more alerts.","['WANETH', 'R_USDT', 'AAVE']"
901,2022-05-20 18:10:54+00:00,"REPORT: #Crypto​ and​ #DeFi​ news

👉@Binance​ completes​ optimism​ network​ integration​ and​ opens​ Layer​ 2​ #ETH​ deposits

👉#Aave​ launches​ Decentralized​ social​ media protocol​ built​ on​ #Polygon​ @blockonomi

👉#Uniswap​: Why​ traders​ should​n't​ miss​ out​ @CryptoAmb","['Crypto', 'DeFi', 'ETH', 'Aave', 'Polygon', 'Uniswap']"
902,2022-05-20 18:09:26+00:00,"#Aave Launches Decentralized, #NFT-Based Twitter Rival on Polygon https://t.co/y7sSuSQBwX","['Aave', 'NFT']"
903,2022-05-20 18:00:33+00:00,"WHAT'S HOT: Aave has announced they will launch a new social media platform, supposably the next Twitter built on Web3 on the Polygon network. 

@AaveAave @0xPolygon #Aave #social #Twitter #blockchain #web3","['Aave', 'social', 'Twitter', 'blockchain', 'web3']"
904,2022-05-20 17:59:19+00:00,"Sweet! My #hopper just sold #AAVE with 0.93% profit on binance! Awesome! #cryptohopper.
visit https://t.co/kMx0KehSTj to get same performance","['hopper', 'AAVE', 'cryptohopper']"
905,2022-05-20 17:58:28+00:00,"#Aave’s social media project called Lens Protocol has debuted its first apps on the #Polygon #blockchain.
Lens was first introduced in February 2022 as a decentralized competitor to #Twitter and #Facebook.
https://t.co/Nx3JdkwZll 

#Crypto #cryptocurrency","['Aave', 'Polygon', 'blockchain', 'Twitter', 'Facebook', 'Crypto', 'cryptocurrency']"
906,2022-05-20 17:51:33+00:00,"It's Friday's evening, so it's 🍺 time. 
Special occasions need special outfits.

""EAT THE RICH"" 

@AaveAave #AAVE $AAVE https://t.co/S3Qo6OUacO",['AAVE']
907,2022-05-20 17:30:02+00:00,"⬇️ Top losers of the last hour (Out of Top 100) 📉

🔴 #AAVE $85.0540 📉 -3.1875184% 
🔴 #ATOM $10.8936 📉 -2.10521829% 
🔴 #CRO $0.1838 📉 -1.99819115% 
🔴 #LDO $1.3293 📉 -1.85330466% 
🔴 #MINA $0.9685 📉 -1.82588721%

Trade #crypto on FTX https://t.co/mYiDBXeBmw","['AAVE', 'ATOM', 'CRO', 'LDO', 'MINA', 'crypto']"
908,2022-05-20 17:21:03+00:00,"CHOOSE YOUR TEAM 👕📈
Welcome to the league #AAVE 👻
Only 24 AAVE NFT/player.

#NFTcommunity #crypto #NFT #NFTGame #Football #SolanaNFT #Metaverse #DAO #AstonVilla #PremierLeague https://t.co/lWoRgjwxmn","['AAVE', 'NFTcommunity', 'crypto', 'NFT', 'NFTGame', 'Football', 'SolanaNFT', 'Metaverse', 'DAO', 'AstonVilla', 'PremierLeague']"
909,2022-05-20 17:15:08+00:00,"Aave 1-week activity: 
AltRank™: 172 -23.56%
https://t.co/3JKassGy9I
$aave #aave",['aave']
910,2022-05-20 17:09:01+00:00,"🚓 #KNC and 14 Others,  🟢 6 🔴 9

🇰🇷 27.89억원
🇺🇸 $2,387,181
🇯🇵 ¥262,204,027
🇪🇺 €2,020,459
🇨🇳 15,410,986元

🎉Upflow volume Now, Upbit(Korea)
#KNC #WAVES #WEMIX #KAVA #AAVE #POLY https://t.co/mxkMdWf7DN","['KNC', 'KNC', 'WAVES', 'WEMIX', 'KAVA', 'AAVE', 'POLY']"
911,2022-05-20 17:03:35+00:00,"This Week In DeFi – May 20

To the DeFi community, This week the Terra community is currently voting for or against a fork of the network, […]
The post This Week In DeFi – May 20 appeared first on DeF...

#defi #terra #aave #network

https://t.co/89Mj4j92Xc","['defi', 'terra', 'aave', 'network']"
912,2022-05-20 17:03:12+00:00,This Week In DeFi – May 20 https://t.co/0HdNfumstR #DeFi #Newsletter #Aave #Alluvial #Celsius,"['DeFi', 'Newsletter', 'Aave', 'Alluvial', 'Celsius']"
913,2022-05-20 16:51:25+00:00,"Time to short.
There have a flag 🚩 it means a continuation.
AAVE/USDT

#Bitcoin #BTC #futurestrading #AAVE #USDtether #crypto #cryptocurrency https://t.co/0r35XQJ0xR","['Bitcoin', 'BTC', 'futurestrading', 'AAVE', 'USDtether', 'crypto', 'cryptocurrency']"
914,2022-05-20 16:30:00+00:00,"⬇️ Top losers of the last hour (Out of Top 100) 📉

🔴 #UST $0.0624 📉 -4.42564414% 
🔴 #KNC $2.5274 📉 -4.19631005% 
🔴 #KAVA $2.3876 📉 -3.88589351% 
🔴 #AAVE $87.8544 📉 -3.27915563% 
🔴 #XMR $165.9911 📉 -3.09314236%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['UST', 'KNC', 'KAVA', 'AAVE', 'XMR', 'crypto']"
915,2022-05-20 16:29:31+00:00,🔴 #AAVE Liquidated Long: $67K at $86.03,['AAVE']
916,2022-05-20 16:29:28+00:00,"$AAVE
🔻 Decreased 3.63% in 38.0 min(s)
💵 Price - 86.00000000 USDT
⏱️ [20 May] - 16:29:28 UTC
#AAVE #AAVEUSDT #CryptoBOT","['AAVE', 'AAVEUSDT', 'CryptoBOT']"
917,2022-05-20 16:27:20+00:00,"Biggest Movers: Cosmos Climbs 15%, as $AAVE Nears a 10-Day High 
https://t.co/OjPJdFEFUy

 #BSCTopICO #cryptonews #AAVE #cosmos","['BSCTopICO', 'cryptonews', 'AAVE', 'cosmos']"
918,2022-05-20 16:26:22+00:00,"$AAVE 5 minutes ☀️

Entry Signal Time: 20/5 15:15
BINANCE:AAVEUSDT
Direction: Short
TP price: 87.7
Pips/Points gained: 2.7
% move: 2.99%

Subscribe NOW to our trading signals: https://t.co/vNNXhEvKEU

#AAVE #AAVEUSDT #crypto https://t.co/Oqyybo7r8d","['AAVE', 'AAVEUSDT', 'crypto']"
919,2022-05-20 16:17:47+00:00,"🚓 #MANA and 14 Others,  🟢 10 🔴 5

🇰🇷 18.81억원
🇺🇸 $1,609,764
🇯🇵 ¥176,813,834
🇪🇺 €1,362,470
🇨🇳 10,392,195元

🎉Upflow volume Now, Upbit(Korea)
#MANA #SOL #WAVES #ENJ #AXS #REP #TFUEL #AAVE #LTC #POLY https://t.co/Y0iZ0B8jn1","['MANA', 'MANA', 'SOL', 'WAVES', 'ENJ', 'AXS', 'REP', 'TFUEL', 'AAVE', 'LTC', 'POLY']"
920,2022-05-20 16:10:12+00:00,"Biggest Movers: Cosmos Climbs 15%, as AAVE Nears a 10-Day High
#AAVE #ATOM 

https://t.co/yezqsw7qe9","['AAVE', 'ATOM']"
921,2022-05-20 16:08:18+00:00,"Biggest Movers: Cosmos Climbs 15%, as $AAVE Nears a 10-Day High 

 #cryptonews #AAVE #cosmos 

https://t.co/KqucNkODnL","['cryptonews', 'AAVE', 'cosmos']"
922,2022-05-20 16:07:34+00:00,"#ATOM rallies by over 15% on Friday, as #AAVE nears a 10-day high. https://t.co/0UhlcDABM0 (via Twitter https://t.co/zMJEuvkmnm)","['ATOM', 'AAVE']"
923,2022-05-20 16:05:52+00:00,"Biggest Movers: Cosmos Climbs 15%, as AAVE Nears a 10-Day High https://t.co/3yQyACe33M #aave #analysis #cosmosatom #marketupdates","['aave', 'analysis', 'cosmosatom', 'marketupdates']"
924,2022-05-20 16:05:05+00:00,"Biggest Movers: Cosmos Climbs 15%, as AAVE Nears a 10-Day High https://t.co/IWg7XUYUhL #MarketUpdates #Aave #Analysis #cosmosATOM","['MarketUpdates', 'Aave', 'Analysis', 'cosmosATOM']"
925,2022-05-20 16:05:04+00:00,"#MarketUpdates #Aave #Analysis #cosmosATOM Biggest Movers: Cosmos Climbs 15%, as AAVE Nears a 10-Day High https://t.co/VmdZW8COhc - https://t.co/HzksZFXjrd https://t.co/Cq5ZGAjvYm","['MarketUpdates', 'Aave', 'Analysis', 'cosmosATOM']"
926,2022-05-20 16:05:03+00:00,"#MarketUpdates #Aave Biggest Movers: Cosmos Climbs 15%, as AAVE Nears a 10-Day High https://t.co/0rJsKCk7us","['MarketUpdates', 'Aave']"
927,2022-05-20 16:03:04+00:00,"#ATOM rallies by over 15% on Friday, as #AAVE nears a 10-day high. https://t.co/j8b1jrRnx5","['ATOM', 'AAVE']"
928,2022-05-20 16:02:35+00:00,"#ATOM rallies by over 15% on Friday, as #AAVE nears a 10-day high. https://t.co/CHZqHD35al","['ATOM', 'AAVE']"
929,2022-05-20 16:00:47+00:00,"NFT: Aave has announced they will launch a new social media platform, supposably the next Twitter built on Web3 on the Polygon network. 

@AaveAave @0xPolygon #Aave #social #Twitter #blockchain #web3","['Aave', 'social', 'Twitter', 'blockchain', 'web3']"
930,2022-05-20 15:51:28+00:00,"$AAVE
🔻 Decreased 3.72% in 59.0 min(s)
💵 Price - 89.20000000 USDT
⏱️ [20 May] - 15:51:28 UTC
#AAVE #AAVEUSDT #CryptoBOT","['AAVE', 'AAVEUSDT', 'CryptoBOT']"
931,2022-05-20 15:31:00+00:00,"Lens Protocol, a network for building decentralized social media, has gone live on the Polygon blockchain.

#crypto #cryptonews #lens #polygon #aave https://t.co/5q6KK5cJar","['crypto', 'cryptonews', 'lens', 'polygon', 'aave']"
932,2022-05-20 15:03:03+00:00,"Strongest Movers in #USDT
 1 #Osmosis $osmo 
 2 #CosmosHub $atom 
 3 #Aave $aave 
 4 #Uniswap $uni 

Gem hunting","['USDT', 'Osmosis', 'CosmosHub', 'Aave', 'Uniswap']"
933,2022-05-20 15:00:20+00:00,"🔥 WARM REPORT 🔥

🕓 24h VARIATION: 
#AAVE +7.057% | Price : 92.49$
#ATOM +9.905% | Price : 11.65$
#KNC +17.06% | Price : 2.622$
#ZRX +18.61% | Price : 0.454$","['AAVE', 'ATOM', 'KNC', 'ZRX']"
934,2022-05-20 14:52:28+00:00,"$AAVE
🔻 Decreased 3.75% in 3.1 hour(s)
💵 Price - 92.60000000 USDT
⏱️ [20 May] - 14:52:27 UTC
#AAVE #AAVEUSDT #CryptoBOT","['AAVE', 'AAVEUSDT', 'CryptoBOT']"
935,2022-05-20 14:52:22+00:00,"10. Creating value for #eos hodlers

@EosNFoundation just released the Yield+ preview. Yield+ will usher in a new era of #DeFi by combining the best of #polygon #fantom #aave for the eos community by rewarding dApps that bring in economic activity to $eos: https://t.co/yZszgh4s8f","['eos', 'DeFi', 'polygon', 'fantom', 'aave']"
936,2022-05-20 14:49:30+00:00,"🚄 #KNC and 14 Others,  🟢 9 🔴 6

🇰🇷 46.29억원
🇺🇸 $3,961,593
🇯🇵 ¥435,134,909
🇪🇺 €3,353,009
🇨🇳 25,574,962元

🎉Upflow volume Now, Upbit(Korea)
#KNC #SOL #AXS #NEAR #FLOW #ZRX #AAVE #KAVA #SXP https://t.co/ES3m8Q1bSr","['KNC', 'KNC', 'SOL', 'AXS', 'NEAR', 'FLOW', 'ZRX', 'AAVE', 'KAVA', 'SXP']"
937,2022-05-20 14:03:02+00:00,"Strongest Movers in #USDT
 1 #Osmosis $osmo 
 2 #CosmosHub $atom 
 3 #Aave $aave 
 4 #ThetaFuel $tfuel 

Strengthening #alts
 1 #Avalanche $avax 
 2 #ThetaFuel $tfuel 
 3 #0x $zrx 
 4 #MinaProtocol $mina 

out of Top coins

#BTC #ETH #SOL #KDA","['USDT', 'Osmosis', 'CosmosHub', 'Aave', 'ThetaFuel', 'alts', 'Avalanche', 'ThetaFuel', '0x', 'MinaProtocol', 'BTC', 'ETH', 'SOL', 'KDA']"
938,2022-05-20 14:00:06+00:00,"🔥 WARM REPORT 🔥

🕓 24h VARIATION: 
#AAVE +11.05% | Price : 95.34$
#ATOM +14.91% | Price : 12.08$
#KNC +22.84% | Price : 2.658$
#ZRX +23.06% | Price : 0.465$","['AAVE', 'ATOM', 'KNC', 'ZRX']"
939,2022-05-20 13:56:57+00:00,"Day 31: Today I learned about AAVE flash loans: I borrowed money without any collateral, used that money to buy ETH, sold that ETH, and returned the money in the exact same transaction. #blockchain #aave #flashloans #solidity #Python 

https://t.co/5EvrD5rsCg","['blockchain', 'aave', 'flashloans', 'solidity', 'Python']"
940,2022-05-20 13:52:27+00:00,"#TELx - Daily Incentives, Fees, &amp; Liquidity

Quick #DeFi Guide:
https://t.co/TwGtTS6KiF

Quick TELx Liquidity Guide:
https://t.co/oJbJb3BjNN

Any questions, DM me or 
@TELxCommunity

#Telcoin #SMS #TELxchange

#TEL #QUICK #BAL #DFX #BTC #ETH #MATIC #AAVE #USDC #CADc #EURS #xSGD https://t.co/n1aNoYPaoY","['TELx', 'DeFi', 'Telcoin', 'SMS', 'TELxchange', 'TEL', 'QUICK', 'BAL', 'DFX', 'BTC', 'ETH', 'MATIC', 'AAVE', 'USDC', 'CADc', 'EURS', 'xSGD']"
941,2022-05-20 13:27:57+00:00,"Top Daily #PriceMovers:

📈UP:
@KyberNetwork(#KNC): +29.6%
@0xProject(#ZRX): +22.2%
@cosmos(#ATOM): +14.7%
#AAVE: +13.2%
#SAND: +10.9%

📉DOWN:
#UST: -11.7%
@AlgoFoundation(#ALGO): -1%
@decredproject(#DCR): -0.6%
@tronfoundation(#TRX): -0.4% https://t.co/HBfk8JX9TL","['PriceMovers', 'KNC', 'ZRX', 'ATOM', 'AAVE', 'SAND', 'UST', 'ALGO', 'DCR', 'TRX']"
942,2022-05-20 13:27:08+00:00,"🚓 #SAND and 13 Others,  🟢 12 🔴 2

🇰🇷 17.23억원
🇺🇸 $1,474,674
🇯🇵 ¥161,975,788
🇪🇺 €1,248,133
🇨🇳 9,520,092元

🎉Upflow volume Now, Upbit(Korea)
#SAND #ETH #ENJ #ALGO #AXS #TRX #EOS #CVC #WAXP #AVAX #OMG #AAVE https://t.co/OiXGzq4C0N","['SAND', 'SAND', 'ETH', 'ENJ', 'ALGO', 'AXS', 'TRX', 'EOS', 'CVC', 'WAXP', 'AVAX', 'OMG', 'AAVE']"
943,2022-05-20 13:03:03+00:00,"Strongest Movers in #USDT
 1 #Osmosis $osmo 
 2 #CosmosHub $atom 
 3 #JUNO $juno 
 4 #Aave $aave 

#Cryptocurrency #Crypto","['USDT', 'Osmosis', 'CosmosHub', 'JUNO', 'Aave', 'Cryptocurrency', 'Crypto']"
944,2022-05-20 13:00:20+00:00,"🔥 WARM REPORT 🔥

🕓 24h VARIATION: 
#AAVE +13.22% | Price : 96.12$
#ATOM +14.78% | Price : 11.95$
#ZRX +22.27% | Price : 0.458$
#KNC +29.56% | Price : 2.716$","['AAVE', 'ATOM', 'ZRX', 'KNC']"
945,2022-05-20 12:56:50+00:00,"Aave 1-week activity: 
AltRank™: 175 -23.58%
https://t.co/6ZCtcmyhny
$aave #aave",['aave']
946,2022-05-20 12:30:05+00:00,"🔝 Top gainers of the last hour (Out of Top 100) 📈

🥇 #FTM $0.3582 📈 3.46616095% 
🥈 #ATOM $12.0243 📈 2.7311171% 
🥉 #AAVE $96.9593 📈 2.66598042% 
4️⃣  #QNT $70.2423 📈 1.89860976% 
5️⃣  #BNB $313.8769 📈 1.58674795%

Trade #crypto on Binance https://t.co/YF3WzpbYc1","['FTM', 'ATOM', 'AAVE', 'QNT', 'BNB', 'crypto']"
947,2022-05-20 12:04:03+00:00,"Strongest Movers in #USDT
 1 #Osmosis $osmo 
 2 #CosmosHub $atom 
 3 #TheSandbox $sand 
 4 #Aave $aave 

Check them out","['USDT', 'Osmosis', 'CosmosHub', 'TheSandbox', 'Aave']"
948,2022-05-20 11:49:02+00:00,"$AAVE 5 minutes ☀️

Entry Signal Time: 20/5 10:40
BINANCE:AAVEUSDT
Direction: Long
TP price: 97.1
Pips/Points gained: 2.8
% move: 2.97%

Subscribe NOW to our trading signals: https://t.co/vNNXhEvKEU

#AAVE #AAVEUSDT #crypto https://t.co/Ct6eIV2YGO","['AAVE', 'AAVEUSDT', 'crypto']"
949,2022-05-20 11:40:27+00:00,#aave/usdt is breaking out of ascending triangle👀 https://t.co/i5ngzqwxLr,['aave']
950,2022-05-20 11:36:35+00:00,"Operated by #DeFi lender #Aave, its decentralised social media platform, #Lens Protocol has gone live on the #Polygon #blockchain #mainnet .
#Avalanche","['DeFi', 'Aave', 'Lens', 'Polygon', 'blockchain', 'mainnet', 'Avalanche']"
951,2022-05-20 10:29:05+00:00,"#Aave To Launch Web3’s Twitter On #Polygon

https://t.co/TEDOi1RXQ4","['Aave', 'Polygon']"
952,2022-05-20 10:08:59+00:00,"$AAVE 5 minutes ☀️

Entry Signal Time: 19/5 23:45
BINANCE:AAVEUSDT
Direction: Long
TP price: 94.6
Pips/Points gained: 2.8
% move: 3.05%

Subscribe NOW to our trading signals: https://t.co/vNNXhEvKEU

#AAVE #AAVEUSDT #crypto https://t.co/VZbhAHRazZ","['AAVE', 'AAVEUSDT', 'crypto']"
953,2022-05-20 10:02:42+00:00,"Easily manage 500+ coins, including #ATOM, #AAVE, #DOT, #ETH, #BTC, and #CRO

Launch DeFi Wallet 👉 https://t.co/Qler4UfXzQ

🔑 Your Keys, Your Crypto

*https://t.co/vCNztATSCO DeFi Wallet Listings are separated from https://t.co/vCNztATSCO App and Exchange Listings.","['ATOM', 'AAVE', 'DOT', 'ETH', 'BTC', 'CRO']"
